Execution Time classic_case2 25000
31.8210711479187
31.73197293281555
32.40265083312988
31.91734004020691
32.41976022720337
32.061596155166626
31.2694149017334
31.555777072906494
31.775246143341064
31.54444408416748
31.7147319316864
31.41669201850891
31.46162700653076
31.87892508506775
31.737621068954468
32.12561297416687
31.71747088432312
31.43896985054016
31.675190925598145
32.044718742370605
31.463542699813843
31.66063904762268
32.83469200134277
31.965136766433716
31.110744953155518
31.469317197799683
33.08184599876404
32.14687895774841
32.63986873626709
31.877455949783325
31.982220888137817
32.58843493461609
32.35837006568909
33.50946307182312
32.0905327796936
32.154885053634644
32.966092109680176
31.43666100502014
31.712166786193848
31.75718402862549
31.753079175949097
31.22149395942688
31.997886896133423
31.39577889442444
31.606138944625854
31.460723161697388
31.8311550617218
31.73516082763672
31.27671504020691
31.787959098815918
